Validation dataset1 - LIMMA OF TCGA-GBM microarray Dataset										
ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
IREB2	0.138827375	0.023079731	0.254575019	4.470642345	2.359651138	0.018888992	0.130756932	-3.465110588	1.723791	1.723791
RHBDF1	0.271209193	0.045023364	0.497395021	6.433445732	2.35897785	0.018922697	0.130925114	-3.466597607	1.723017	1.723017
ERC2-IT1	-0.1158038	-0.21241151	-0.019196091	3.669689502	-2.35828276	0.018957549	0.131035933	-3.468132345	1.722218	-1.722218
MKLN1	-0.184810519	-0.338977534	-0.030643504	7.251333319	-2.358414142	0.018950957	0.131035933	-3.467842293	1.722369	-1.722369
FOS	0.440993477	0.072796877	0.809190077	9.150217538	2.356336113	0.019055454	0.131534763	-3.472428171	1.719981	1.719981
MVP	0.321944899	0.053153464	0.590736334	6.995926259	2.356410615	0.019051699	0.131534763	-3.472263825	1.720066	1.720066
TMEM165	0.225924582	0.037290273	0.414558892	8.45810802	2.356284084	0.019058077	0.131534763	-3.47254294	1.719921	1.719921
ACAT1	-0.166704061	-0.305929549	-0.027478573	9.376994399	-2.355658215	0.019089653	0.131556923	-3.473923342	1.719202	-1.719202
GIMAP4	0.316048516	0.05213399	0.579963043	7.279910097	2.356000122	0.019072397	0.131556923	-3.473169284	1.719595	1.719595
PIR	0.449971648	0.074182639	0.825760657	6.713947428	2.355732234	0.019085916	0.131556923	-3.473760105	1.719287	1.719287
PTGFR	-0.180616738	-0.331495015	-0.029738462	3.779046486	-2.355136747	0.019115996	0.131673254	-3.475073208	1.718603	-1.718603
KLRA1P	-0.065284075	-0.11983054	-0.010737609	3.412148432	-2.35464526	0.019140855	0.131779243	-3.476156738	1.718039	-1.718039
KDELR1	0.22938242	0.037625721	0.42113912	7.339273234	2.353392863	0.019204326	0.132150839	-3.478916785	1.716601	1.716601
TMEM9B	0.188111588	0.030808035	0.345415141	9.565653764	2.352674608	0.019240811	0.132336453	-3.480499046	1.715777	1.715777
SNORA65	-0.116396404	-0.213750038	-0.01904277	12.38593377	-2.352189152	0.019265505	0.132375425	-3.481568204	1.71522	-1.71522
SUZ12P1	-0.199885186	-0.367060854	-0.032709518	8.043883606	-2.352298262	0.019259952	0.132375425	-3.481327919	1.715345	-1.715345
ZG16	-0.076174149	-0.139899376	-0.012448923	3.749327253	-2.35169541	0.019290649	0.132482767	-3.482655392	1.714653	-1.714653
COQ10B	0.170338071	0.027811386	0.312864756	7.686181114	2.351258549	0.01931292	0.132504915	-3.483617149	1.714152	1.714152
LPAL2	-0.072493599	-0.133150928	-0.011836269	3.851207618	-2.35126306	0.01931269	0.132504915	-3.483607216	1.714157	-1.714157
MXI1	-0.242158597	-0.444810598	-0.039506596	9.774998993	-2.350898303	0.019331302	0.132565667	-3.484410105	1.713739	-1.713739
TBK1	0.148723834	0.024250403	0.273197264	7.717396808	2.350654277	0.019343763	0.132585772	-3.484947178	1.713459	1.713459
ADA	-0.285821843	-0.525365283	-0.046278403	6.107883549	-2.347447998	0.019508141	0.132621887	-3.491998828	1.709784	-1.709784
ATF3	0.413965287	0.067073327	0.760857248	7.955891894	2.347764534	0.019491859	0.132621887	-3.491303076	1.710147	1.710147
BCL6	0.30213486	0.049036277	0.555233442	10.07945136	2.348529236	0.019452572	0.132621887	-3.489621871	1.711023	1.711023
CDHR2	-0.076663566	-0.140903861	-0.01242327	3.827535451	-2.347828305	0.01948858	0.132621887	-3.491162895	1.71022	-1.71022
COPZ2	0.389814694	0.063436665	0.716192722	6.87018167	2.349752599	0.019389866	0.132621887	-3.486931199	1.712425	1.712425
COQ6	-0.154711595	-0.284327937	-0.025095252	5.324039589	-2.348269558	0.019465905	0.132621887	-3.490192835	1.710725	-1.710725
DPH5	-0.173948557	-0.319718817	-0.028178298	8.156742321	-2.347668383	0.019496803	0.132621887	-3.491514426	1.710037	-1.710037
GLRX5	-0.143694258	-0.26400603	-0.023382486	9.843801495	-2.349720143	0.019391528	0.132621887	-3.487002601	1.712388	-1.712388
ICAM1	0.440825816	0.071487382	0.81016425	6.263818212	2.348158263	0.019471622	0.132621887	-3.490437526	1.710598	1.710598
IPP	0.200391877	0.032488214	0.36829554	6.808460357	2.348036204	0.019477894	0.132621887	-3.490705868	1.710458	1.710458
LSM8	-0.178214235	-0.327576806	-0.028851664	8.088028884	-2.347391116	0.019511068	0.132621887	-3.492123846	1.709719	-1.709719
NR1H4	-0.139213492	-0.255756648	-0.022670336	4.111673763	-2.350062434	0.019374013	0.132621887	-3.486249532	1.71278	-1.71278
OPRM1	-0.077669401	-0.14275639	-0.012582412	3.823269004	-2.347689306	0.019495727	0.132621887	-3.491468437	1.710061	-1.710061
PODXL	0.313925295	0.050897889	0.576952702	9.072011448	2.348065225	0.019476402	0.132621887	-3.490642067	1.710491	1.710491
SMYD2	0.314776245	0.051048039	0.578504452	9.091009041	2.348173684	0.01947083	0.132621887	-3.490403622	1.710616	1.710616
TAS2R3	-0.079135647	-0.145398483	-0.012872811	3.685364059	-2.349562407	0.019399603	0.132621887	-3.487349598	1.712207	-1.712207
TP53I3	-0.326093451	-0.599160818	-0.053026085	7.299835725	-2.349400856	0.019407877	0.132621887	-3.487704964	1.712022	-1.712022
CTSW	-0.110680101	-0.203458403	-0.017901799	4.541682646	-2.346972358	0.01953263	0.13270362	-3.493044125	1.709239	-1.709239
CPNE7	-0.103190935	-0.189705627	-0.016676243	4.453040092	-2.346586282	0.019552527	0.132709203	-3.493892439	1.708797	-1.708797
NPAS1	-0.099035671	-0.182063378	-0.016007963	3.962640385	-2.346677696	0.019547815	0.132709203	-3.493691589	1.708902	-1.708902
PPAN	-0.137467325	-0.2527395	-0.02219515	6.533303836	-2.346171963	0.0195739	0.132789493	-3.494802663	1.708323	-1.708323
KCNA1	-0.133916601	-0.246245866	-0.021587336	4.235228807	-2.345450908	0.019611145	0.132977327	-3.496386386	1.707497	-1.707497
RBM41	-0.215587845	-0.396499789	-0.0346759	5.111794837	-2.344454871	0.019662696	0.133261937	-3.498573309	1.706357	-1.706357
CCL27	-0.097873055	-0.180044879	-0.015701231	3.727724076	-2.34328473	0.01972341	0.133608339	-3.501141353	1.705018	-1.705018
TUBA1C	0.152802447	0.024502672	0.281102222	13.24056207	2.343091568	0.019733448	0.133611289	-3.501565156	1.704797	1.704797
ABCC9	-0.121165624	-0.222965721	-0.019365527	3.981044537	-2.341618161	0.019810165	0.133754332	-3.504796747	1.703112	-1.703112
BOLA2	-0.20230273	-0.372274945	-0.032330515	9.225810606	-2.341578151	0.019812252	0.133754332	-3.504884472	1.703066	-1.703066
BOLA2-SMG1P6	-0.20230273	-0.372274945	-0.032330515	9.225810606	-2.341578151	0.019812252	0.133754332	-3.504884472	1.703066	-1.703066
FJX1	0.403886873	0.064633449	0.743140297	8.704756252	2.342180421	0.019780859	0.133754332	-3.503563786	1.703755	1.703755
HTR1A	-0.056061623	-0.103157702	-0.008965544	3.586359333	-2.341886063	0.019796197	0.133754332	-3.504209309	1.703418	-1.703418
TMEM63A	-0.157340747	-0.289496519	-0.025184976	5.130625962	-2.342285992	0.019775361	0.133754332	-3.50333225	1.703876	-1.703876
FKBPL	-0.153701797	-0.282865035	-0.024538559	5.227249926	-2.341126442	0.019835826	0.133848539	-3.505874786	1.70255	-1.70255
AQP2	-0.104189359	-0.19177288	-0.016605839	4.151607722	-2.34037697	0.019874994	0.134004263	-3.5075175	1.701693	-1.701693
SPAG16	0.276567671	0.0440737	0.509061641	8.05152135	2.340316343	0.019878166	0.134004263	-3.507650361	1.701624	1.701624
ATRX	0.222713736	0.035402095	0.410025376	8.790267486	2.339198527	0.019936718	0.134333897	-3.510099419	1.700346	1.700346
HEXA	0.236892146	0.037606919	0.436177373	9.145729375	2.338624011	0.019966871	0.134341896	-3.511357704	1.69969	1.69969
OR1G1	-0.087389268	-0.160903351	-0.013875185	4.023529624	-2.338688643	0.019963477	0.134341896	-3.511216163	1.699764	-1.699764
RPL10L	-0.12769301	-0.235108479	-0.020277542	4.971475296	-2.338757243	0.019959875	0.134341896	-3.511065931	1.699842	-1.699842
CSTF2T	-0.248834902	-0.458213202	-0.039456602	7.118737034	-2.338107489	0.019994014	0.134459501	-3.512488719	1.6991	-1.6991
DUSP9	-0.132545821	-0.244089897	-0.021001746	3.721283127	-2.337783996	0.02001103	0.134508921	-3.51319694	1.698731	-1.698731
PSG2	-0.080559591	-0.148386156	-0.012733025	3.732836299	-2.3366963	0.020068336	0.134765506	-3.515577531	1.697489	-1.697489
ZNF274	-0.239664752	-0.441449148	-0.037880357	8.292790433	-2.336691805	0.020068573	0.134765506	-3.515587367	1.697484	-1.697484
PPP3CC	-0.168786398	-0.310922656	-0.026650139	6.545726244	-2.336239771	0.020092432	0.134860634	-3.516576398	1.696968	-1.696968
CDCA8	-0.300173613	-0.553006166	-0.04734106	6.158630258	-2.33573931	0.020118875	0.134907965	-3.517671169	1.696396	-1.696396
ITGAV	0.220906862	0.034847218	0.406966507	10.90787241	2.335833423	0.0201139	0.134907965	-3.517465312	1.696504	1.696504
GSTCD	-0.09751219	-0.179668397	-0.015355982	3.817450031	-2.33508866	0.0201533	0.135073707	-3.519094146	1.695654	-1.695654
OTUB2	-0.114160068	-0.210359449	-0.017960688	4.106709267	-2.334676939	0.02017511	0.135154781	-3.519994384	1.695184	-1.695184
EHMT1	-0.079689278	-0.146864447	-0.012514109	3.864460966	-2.333866284	0.020218113	0.135377685	-3.521766454	1.694259	-1.694259
BRAF	-0.138423325	-0.255144723	-0.021701926	4.282845463	-2.333155259	0.020255898	0.135565445	-3.523320247	1.693449	-1.693449
CTSO	0.306972884	0.048024719	0.565921049	8.658086735	2.332233469	0.020304974	0.135763293	-3.525333942	1.692398	1.692398
HIST1H2AM	-0.129191496	-0.238167546	-0.020215446	3.873513354	-2.332317724	0.020300484	0.135763293	-3.525149916	1.692494	-1.692494
BYSL	-0.190679949	-0.351582191	-0.029777707	6.442946086	-2.33145898	0.020346289	0.135974191	-3.527025256	1.691515	-1.691515
PRKAB2	-0.212479495	-0.391813274	-0.033145715	5.623010593	-2.330986571	0.020371526	0.136012192	-3.528056629	1.690976	-1.690976
TSPAN2	-0.074624033	-0.137603066	-0.011645001	3.653613465	-2.331135827	0.020363549	0.136012192	-3.527730791	1.691147	-1.691147
NAGA	0.20729702	0.032308886	0.382285155	7.176637263	2.330608389	0.020391748	0.136081912	-3.528882136	1.690546	1.690546
TMSB15A	-0.883261562	-1.629168611	-0.137354513	7.896741202	-2.329643502	0.020443424	0.136361361	-3.530987738	1.689446	-1.689446
TANK	0.187300243	0.029088152	0.345512334	9.238610329	2.329075234	0.020473912	0.136499285	-3.532227434	1.688799	1.688799
SLC1A7	-0.103166034	-0.190319884	-0.016012184	4.264718123	-2.328815092	0.020487882	0.136527005	-3.532794845	1.688503	-1.688503
PALLD	0.229419011	0.035563937	0.423274085	11.08832808	2.328290028	0.020516104	0.136649627	-3.533939909	1.687905	1.687905
COMMD3	-0.233256979	-0.43037145	-0.036142509	9.362881225	-2.32809655	0.020526512	0.136653535	-3.534361784	1.687685	-1.687685
LIME1	-0.140298317	-0.258884955	-0.021711678	4.243526834	-2.32756356	0.020555208	0.13677913	-3.535523783	1.687078	-1.687078
LAT	-0.157554507	-0.290753011	-0.024356002	4.593492417	-2.327106874	0.020579823	0.136877467	-3.536519222	1.686558	-1.686558
FANCG	-0.27362056	-0.504974802	-0.042266318	6.634412119	-2.32678421	0.020597231	0.136927791	-3.537222421	1.686191	-1.686191
FES	0.158066416	0.024387401	0.291745432	4.211339849	2.326275877	0.020624681	0.137044798	-3.538330065	1.685613	1.685613
ADH1A	-0.101865921	-0.188066277	-0.015665565	3.725130335	-2.324902286	0.020699015	0.137211099	-3.541321919	1.68405	-1.68405
ARHGAP28	-0.131994723	-0.243665563	-0.020323884	3.957132562	-2.325421244	0.020670903	0.137211099	-3.540191765	1.684641	-1.684641
HLA-DPB1	0.445605589	0.06855218	0.822658998	9.984165613	2.325051654	0.02069092	0.137211099	-3.54099666	1.68422	1.68422
LOX	0.614808149	0.094601836	1.135014462	7.568658169	2.325138591	0.02068621	0.137211099	-3.540807339	1.684319	1.684319
TARDBPP1	-0.052039342	-0.096073163	-0.008005522	3.431066307	-2.325039226	0.020691594	0.137211099	-3.541023725	1.684206	-1.684206
F13A1	0.725570692	0.111409258	1.339732126	7.209503959	2.324245708	0.02073463	0.137274825	-3.542751427	1.683304	1.683304
RHPN1-AS1	-0.107210222	-0.197957674	-0.016462771	4.252268041	-2.324270164	0.020733302	0.137274825	-3.542698187	1.683332	-1.683332
ZNRF4	-0.094628289	-0.174728964	-0.014527614	3.79016539	-2.32417946	0.020738226	0.137274825	-3.54289564	1.683228	-1.683228
SLC25A28	-0.154291795	-0.284941243	-0.023642348	6.504366931	-2.323379231	0.020781712	0.137497265	-3.544637331	1.682319	-1.682319
OR7E156P	-0.141528446	-0.261392436	-0.021664455	4.429026294	-2.322949954	0.020805073	0.137586401	-3.54557141	1.681831	-1.681831
CPEB3	-0.164365454	-0.303591806	-0.025139101	4.065376903	-2.322597454	0.020824273	0.137627349	-3.546338301	1.68143	-1.68143
GIPC1	-0.128370257	-0.237112569	-0.019627946	8.070175376	-2.322473138	0.020831048	0.137627349	-3.546608733	1.681289	-1.681289
AGER	-0.16963993	-0.313370338	-0.025909522	3.943731037	-2.322011001	0.02085625	0.137728457	-3.547613928	1.680764	-1.680764
TLE4	0.273365648	0.041658055	0.505073241	7.330683761	2.32107151	0.020907566	0.138001838	-3.549656818	1.679697	1.679697
PTPRB	-0.184824645	-0.341533513	-0.028115778	4.332262727	-2.320337487	0.020947736	0.138201424	-3.551252371	1.678863	-1.678863
SP4	-0.095318657	-0.176160036	-0.014477278	4.215451456	-2.31968518	0.020983491	0.138371705	-3.552669888	1.678122	-1.678122
BMP2	-0.419247287	-0.775016034	-0.06347854	7.155735721	-2.318394372	0.021054402	0.138451391	-3.555473787	1.676657	-1.676657
C10orf88	-0.179787521	-0.332343039	-0.027232003	5.20890105	-2.318550021	0.02104584	0.138451391	-3.555135764	1.676834	-1.676834
EPHA1	-0.147676002	-0.273012681	-0.022339324	3.969178307	-2.318016873	0.021075179	0.138451391	-3.556293506	1.676229	-1.676229
ETV6	0.136038785	0.020588043	0.251489528	4.657031094	2.318199788	0.02106511	0.138451391	-3.555896332	1.676436	1.676436
HRH4	-0.074365567	-0.137450447	-0.011280686	3.711565576	-2.319163966	0.021012099	0.138451391	-3.553802252	1.677531	-1.677531
RASA4B	-0.244433531	-0.451868903	-0.03699816	5.779717886	-2.318263604	0.021061597	0.138451391	-3.555757757	1.676509	-1.676509
RASA4DP	-0.244433531	-0.451868903	-0.03699816	5.779717886	-2.318263604	0.021061597	0.138451391	-3.555757757	1.676509	-1.676509
S1PR4	-0.101927044	-0.18842977	-0.015424319	4.594650336	-2.318165759	0.021066983	0.138451391	-3.555970222	1.676398	-1.676398
CAP2	0.299676362	0.045244921	0.554107803	8.58306591	2.317216207	0.021119307	0.138675811	-3.558031684	1.67532	1.67532
OAZ1	0.099306728	0.014963964	0.183649492	12.85021241	2.316411395	0.021163746	0.138902054	-3.559778281	1.674407	1.674407
RPLP2P1	-0.082316119	-0.152244244	-0.012387993	3.640920338	-2.315889564	0.021192602	0.13902587	-3.56091044	1.673816	-1.673816
DAPK3	-0.221176155	-0.409130404	-0.033221906	4.809658394	-2.315106651	0.021235961	0.139244659	-3.56260858	1.672928	-1.672928
MLC1	0.499207416	0.074911005	0.923503827	8.299030076	2.314709628	0.021257979	0.139323372	-3.563469511	1.672478	1.672478
CLCN7	-0.136149249	-0.251878373	-0.020420126	7.721920272	-2.314501328	0.021269538	0.139333502	-3.563921145	1.672242	-1.672242
N4BP2L2-IT2	-0.075146257	-0.139040005	-0.011252509	3.772325765	-2.313842729	0.021306123	0.139461051	-3.565348857	1.671496	-1.671496
UTF1	-0.075156146	-0.139059758	-0.011252533	3.825899859	-2.313789994	0.021309055	0.139461051	-3.565463159	1.671436	-1.671436
ESPL1	-0.238421766	-0.441218276	-0.035625256	6.294337988	-2.312971442	0.021354608	0.139692668	-3.567237031	1.670508	-1.670508
LBX1	-0.099708865	-0.184525644	-0.014892086	3.71531823	-2.312793441	0.021364525	0.139692668	-3.567622695	1.670307	-1.670307
ELOA	-0.160059229	-0.296235159	-0.023883298	8.358677487	-2.312412004	0.02138579	0.139700411	-3.568449033	1.669875	-1.669875
HEPH	0.504588572	0.075298405	0.933878739	6.539854794	2.312444494	0.021383977	0.139700411	-3.568378652	1.669912	1.669912
CCR8	-0.075043528	-0.138901651	-0.011185406	4.286365186	-2.311968689	0.021410527	0.139796375	-3.569409256	1.669373	-1.669373
CRAT	-0.211899171	-0.39227991	-0.031518432	8.103288891	-2.311127707	0.021457524	0.140037518	-3.571230341	1.66842	-1.66842
RPL12P11	-0.107355697	-0.198760648	-0.015950746	4.961262294	-2.310682216	0.021482456	0.140134502	-3.572194762	1.667916	-1.667916
ATF7	-0.081054097	-0.150102535	-0.012005658	4.018020509	-2.30943613	0.021552328	0.140458593	-3.574891392	1.666506	-1.666506
DAG1	0.210392215	0.03117336	0.38961107	9.588321161	2.309568321	0.021544906	0.140458593	-3.574605386	1.666655	1.666655
FAR2	0.2927335	0.043243425	0.542223574	6.854831237	2.30836244	0.021612693	0.140720174	-3.577213818	1.665291	1.665291
HIST1H2AE	-0.275987898	-0.511197425	-0.040778371	4.430852093	-2.308447375	0.021607912	0.140720174	-3.577030137	1.665387	-1.665387
PDE3A	-0.101126963	-0.187322736	-0.01493119	3.616608187	-2.308159641	0.021624111	0.140728665	-3.577652361	1.665062	-1.665062
CST6	-0.259259427	-0.480266435	-0.038252419	3.949899603	-2.307880723	0.021639824	0.140765083	-3.578255447	1.664746	-1.664746
GNG4	-0.429130484	-0.795110605	-0.063150363	6.716258882	-2.306835986	0.021698768	0.141082547	-3.580513789	1.663565	-1.663565
MMS19	-0.19025229	-0.352526609	-0.027977972	6.226147549	-2.306561012	0.021714305	0.141117626	-3.58110802	1.663254	-1.663254
HIF1AN	-0.098736603	-0.182962872	-0.014510333	5.264934708	-2.306298205	0.021729164	0.141148264	-3.581675891	1.662957	-1.662957
MRPS34	-0.150800085	-0.279452739	-0.022147431	6.936300416	-2.306044505	0.021743516	0.141175586	-3.582224027	1.66267	-1.66267
RLF	-0.169741948	-0.314571957	-0.02491194	7.259373221	-2.305767287	0.021759208	0.141211578	-3.582822907	1.662357	-1.662357
SEMG2	-0.085735423	-0.158932036	-0.012538809	3.530392852	-2.304380302	0.021837869	0.141620809	-3.585818199	1.66079	-1.66079
SMPD1	0.197341848	0.028842038	0.365841658	6.501543275	2.304117502	0.021852801	0.141620809	-3.586385538	1.660493	1.660493
TRIM27	-0.139006723	-0.257693939	-0.020319506	8.387555914	-2.304181609	0.021849158	0.141620809	-3.586247147	1.660565	-1.660565
NUP205	-0.193318712	-0.358459418	-0.028178005	8.768554261	-2.303056552	0.021913175	0.141912352	-3.588675306	1.659295	-1.659295
POLG2	-0.177661247	-0.329432506	-0.025889989	5.753495159	-2.30296861	0.021918186	0.141912352	-3.588865058	1.659195	-1.659195
NPHP1	-0.078195693	-0.145002984	-0.011388402	3.685592358	-2.302734225	0.021931546	0.141932808	-3.589370757	1.658931	-1.658931
BMS1	-0.182146827	-0.337804968	-0.026488685	6.490310855	-2.302155296	0.021964576	0.142080481	-3.590619618	1.658277	-1.658277
DRD4	-0.07103962	-0.131760872	-0.010318369	3.488381745	-2.301679064	0.02199178	0.142190344	-3.591646713	1.65774	-1.65774
COX7C	-0.095864095	-0.177813967	-0.013914222	11.40575192	-2.301402292	0.022007603	0.142226561	-3.592243537	1.657427	-1.657427
PRKAR1AP1	-0.114571722	-0.212540881	-0.016602564	4.216646451	-2.30076845	0.022043878	0.142394853	-3.593610076	1.656712	-1.656712
PRKCE	-0.089934558	-0.166878384	-0.012990731	4.858978412	-2.299522542	0.022115333	0.142790138	-3.596295145	1.655307	-1.655307
SIGMAR1	-0.168166821	-0.312074213	-0.02425943	7.394056904	-2.299016357	0.022144422	0.142911635	-3.597385627	1.654736	-1.654736
TBX21	-0.103207974	-0.191536081	-0.014879867	3.911435178	-2.298789353	0.022157478	0.1429296	-3.597874591	1.65448	-1.65448
DUSP26	-0.345823793	-0.641868816	-0.04977877	5.371361097	-2.298168954	0.022193194	0.143027374	-3.599210683	1.65378	-1.65378
HSPB1	0.313670111	0.045155891	0.582184331	10.92300094	2.298215217	0.022190529	0.143027374	-3.599111064	1.653832	1.653832
ARHGAP22	-0.214355429	-0.397900383	-0.030810474	4.426777576	-2.297613017	0.022225242	0.143167598	-3.600407654	1.653154	-1.653154
PBXIP1	0.295052244	0.0423842	0.547720288	8.627683711	2.297383254	0.022238498	0.143186704	-3.600902269	1.652895	1.652895
CNKSR1	-0.110876304	-0.205854981	-0.015897628	4.073918227	-2.296664071	0.022280038	0.143343601	-3.602450154	1.652084	-1.652084
MAP2K6	-0.245318622	-0.455468487	-0.035168757	5.836354233	-2.2966047	0.022283471	0.143343601	-3.602577916	1.652017	-1.652017
PSEN1	0.186118303	0.026601216	0.345635389	8.228750294	2.295444108	0.022350658	0.143709361	-3.60507479	1.65071	1.65071
CCDC51	-0.159323612	-0.295960094	-0.02268713	7.756722054	-2.294025919	0.022432998	0.143899599	-3.608124198	1.649113	-1.649113
CYP2F1	-0.060593634	-0.112557998	-0.00862927	3.537652575	-2.294067708	0.022430568	0.143899599	-3.608034369	1.64916	-1.64916
CYP2F2P	-0.060593634	-0.112557998	-0.00862927	3.537652575	-2.294067708	0.022430568	0.143899599	-3.608034369	1.64916	-1.64916
LCN1	-0.08787406	-0.163219039	-0.012529082	3.752895253	-2.29451672	0.022404472	0.143899599	-3.607069076	1.649665	-1.649665
RAD54L	-0.182724009	-0.339424498	-0.02602352	4.820553118	-2.294088204	0.022429377	0.143899599	-3.607990309	1.649183	-1.649183
SLC39A14	0.322593108	0.045916858	0.599269358	9.948611323	2.293866038	0.022442298	0.143899599	-3.60846786	1.648933	1.648933
ST3GAL4	-0.146566194	-0.272288436	-0.020843951	5.030042339	-2.293541159	0.022461204	0.14395449	-3.609166118	1.648567	-1.648567
FOXO4	-0.11429257	-0.212340791	-0.016244348	4.232501432	-2.293311902	0.022474555	0.143973735	-3.609658797	1.648309	-1.648309
CMTM6	0.169973473	0.024113502	0.315833444	9.938250073	2.292608373	0.022515566	0.144060226	-3.611170402	1.647517	1.647517
FGB	-0.256743117	-0.477046741	-0.036439492	4.141175318	-2.292778047	0.022505669	0.144060226	-3.610805882	1.647708	-1.647708
YBX2	-0.124698104	-0.231708594	-0.017687614	4.410197758	-2.292547512	0.022519117	0.144060226	-3.611301147	1.647449	-1.647449
EDIL3	-0.206926634	-0.384567549	-0.029285719	4.940503015	-2.29170251	0.022568469	0.144309591	-3.613116086	1.646498	-1.646498
TMEM262	-0.085458954	-0.158830496	-0.012087412	3.759770177	-2.291473144	0.022581881	0.144329025	-3.613608617	1.64624	-1.64624
GOT1	-0.23712906	-0.440758756	-0.033499364	7.644118334	-2.291018064	0.022608512	0.144432892	-3.614585699	1.645728	-1.645728
CELA3B	-0.081739481	-0.151939554	-0.011539407	3.756095421	-2.290757682	0.022623762	0.144463987	-3.615144667	1.645435	-1.645435
F10	-0.090270998	-0.167813166	-0.01272883	3.63522659	-2.290314663	0.02264973	0.144563457	-3.616095569	1.644937	-1.644937
BCL2A1	0.466479869	0.065567259	0.867392478	6.160082354	2.28911725	0.022720045	0.144945764	-3.618664819	1.643591	1.643591
DNAJC3	0.148301639	0.02081145	0.275791829	6.162571497	2.288516417	0.0227554	0.145090124	-3.619953517	1.642916	1.642916
SIAH1	-0.149899801	-0.278771653	-0.02102795	9.419458304	-2.288378386	0.022763529	0.145090124	-3.620249529	1.64276	-1.64276
SLC28A2	-0.085430823	-0.158886476	-0.011975169	4.021865704	-2.288095831	0.022780177	0.145129753	-3.620855418	1.642443	-1.642443
TUBB1	-0.070797771	-0.131689361	-0.00990618	3.646294093	-2.287426307	0.022819667	0.145314807	-3.622290809	1.641691	-1.641691
ACR	-0.109017716	-0.20280965	-0.015225782	4.334070816	-2.286738142	0.02286032	0.145507086	-3.623765742	1.640918	-1.640918
CAPN1	0.141892494	0.019803784	0.263981204	6.240526492	2.28648714	0.022875163	0.145534988	-3.624303603	1.640636	1.640636
COPS7A	0.150407193	0.02097225	0.279842136	8.30662033	2.286135242	0.022895987	0.145600898	-3.625057575	1.640241	1.640241
APOA4	-0.073817089	-0.137372293	-0.010261886	3.913886933	-2.285023381	0.022961892	0.145953296	-3.627439093	1.638992	-1.638992
CA5BP1	-0.135968176	-0.253069033	-0.018867318	4.591953211	-2.284346833	0.023002075	0.146141949	-3.62888766	1.638233	-1.638233
ROS1	-0.096564826	-0.179751588	-0.013378064	3.578302448	-2.28375542	0.023037251	0.146298638	-3.6301536	1.637569	-1.637569
PLEKHH3	-0.070313371	-0.130898612	-0.009728131	3.529987257	-2.283262957	0.023066578	0.146351286	-3.631207494	1.637017	-1.637017
TSHZ2	0.139916461	0.019358379	0.260474543	4.801095962	2.283270314	0.02306614	0.146351286	-3.631191751	1.637025	1.637025
CTSS	0.416794961	0.057615351	0.77597457	8.044861628	2.282945971	0.023085473	0.146404406	-3.631885744	1.636661	1.636661
FAM8A1	0.173280575	0.023896052	0.322665098	9.261071005	2.282070842	0.023137706	0.146668809	-3.633757766	1.63568	1.63568
SNAPC5	0.148944082	0.020472107	0.277416057	8.916603151	2.280865626	0.023209809	0.147058872	-3.636334759	1.634328	1.634328
EGFR	0.808887717	0.110677943	1.507097491	10.7033031	2.279224813	0.023308287	0.14748136	-3.639841027	1.63249	1.63249
GYPB	-0.103188233	-0.192253058	-0.014123408	4.137867936	-2.279338397	0.023301459	0.14748136	-3.639598385	1.632617	-1.632617
IL7	0.235514784	0.032254584	0.438774985	4.030165856	2.279558136	0.023288253	0.14748136	-3.639128942	1.632863	1.632863
MYL4	-0.13387709	-0.249447251	-0.018306928	4.565454834	-2.279005585	0.023321473	0.147497714	-3.640309312	1.632244	-1.632244
PCCB	-0.222394406	-0.414413829	-0.030374984	8.285267231	-2.278576151	0.023347319	0.147538157	-3.641226485	1.631763	-1.631763
PSMG1	-0.238274287	-0.444009166	-0.032539408	8.11319429	-2.278526586	0.023350304	0.147538157	-3.641332333	1.631707	-1.631707
UBIAD1	-0.149391999	-0.278391417	-0.020392581	5.54102645	-2.27837096	0.023359678	0.147538157	-3.641664667	1.631533	-1.631533
ATP8B3	-0.074024264	-0.137953597	-0.010094932	3.63494643	-2.27802652	0.023380437	0.147595786	-3.642400128	1.631147	-1.631147
EMC9	-0.19513978	-0.363682849	-0.026596712	6.789713265	-2.277821894	0.023392777	0.147595786	-3.642837001	1.630918	-1.630918
ZNF638	-0.20015468	-0.373039013	-0.027270346	8.970994088	-2.27769179	0.023400626	0.147595786	-3.643114752	1.630773	-1.630773
DKKL1	-0.093080023	-0.173514173	-0.012645873	3.838017348	-2.276674033	0.023462104	0.147848911	-3.645286968	1.629633	-1.629633
LRP2	-0.142784193	-0.266176271	-0.019392116	4.141396921	-2.276552676	0.023469444	0.147848911	-3.64554592	1.629497	-1.629497
TIMP3	0.385736827	0.0523808	0.719092853	9.660698626	2.276499926	0.023472635	0.147848911	-3.645658473	1.629438	1.629438
OR7C2	-0.09148669	-0.170557119	-0.012416261	3.877837969	-2.276295648	0.023484996	0.147859838	-3.646094321	1.62921	-1.62921
NDUFA5	0.171227064	0.023195767	0.319258361	10.14046839	2.275640813	0.02352466	0.148042571	-3.647491225	1.628477	1.628477
AFDN	-0.103561732	-0.193126369	-0.013997096	4.126086373	-2.274822874	0.023574286	0.148191186	-3.649235519	1.627561	-1.627561
