LIMMA FOR GSE DATASET										
ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
CENPX	0.074410874	-0.018273312	0.167095061	9.609818298	1.584732718	0.114870281	0.350870907	-4.816166968	0.9397923	0.9397923
CEP104	0.013025286	-0.092450792	0.118501364	7.874980113	0.243757813	0.807709896	0.916256387	-5.964856645	0.0927446	0.0927446
CEP112	0.240508633	0.098008713	0.383008552	7.050154727	3.331511435	0.001057969	0.035036682	-0.924590751	2.975527	2.975527
CEP120	0.100721709	-0.044897527	0.246340946	8.757835275	1.365304732	0.173946458	0.431837356	-5.117744395	0.7595844	0.7595844
CEP126	-0.209980857	-0.564387846	0.144426132	7.647441577	-1.169506617	0.243823271	0.516080603	-5.34977996	0.6129248	-0.6129248
CEP128	0.025569665	-0.038615669	0.089755	6.159615352	0.786347466	0.432749718	0.686114048	-5.701485356	0.3637632	0.3637632
CEP131	0.025032998	-0.072363186	0.122429182	7.101863257	0.507336587	0.612570792	0.809465861	-5.87146577	0.2128437	0.2128437
CEP135	0.209474297	0.005626528	0.413322065	7.507603261	2.028383349	0.044068967	0.22153867	-4.074472046	1.355867	1.355867
CEP152	0.12487757	-0.058480849	0.308235989	7.161475135	1.344339134	0.180615196	0.440657679	-5.144268109	0.7432457	0.7432457
CEP162	-0.009115958	-0.104848909	0.086616992	7.428654642	-0.187960305	0.851130098	0.935560658	-5.976228017	0.07000405	-0.07000405
CEP164	0.159164911	-0.012831445	0.331161267	8.805146988	1.826641598	0.069493236	0.275581616	-4.433422562	1.158057	1.158057
CEP170	-0.1241114	-0.238157081	-0.010065719	10.81890376	-2.148117785	0.033108543	0.192307574	-3.84455951	1.48006	-1.48006
CEP170B	-0.050262563	-0.229066921	0.128541795	9.527765056	-0.554870696	0.579706442	0.788476585	-5.847665577	0.2367919	-0.2367919
CEP170P1	0.007471103	-0.173699943	0.188642148	7.858927837	0.081399396	0.935219298	0.972748896	-5.989779888	0.02908654	0.02908654
CEP19	0.219690214	0.059857822	0.379522605	7.302451029	2.713133542	0.007345423	0.088794516	-2.593997634	2.133983	2.133983
CEP192	0.13412957	-0.024348207	0.292607348	7.956466012	1.670634395	0.096618835	0.322655945	-4.686254504	1.014938	1.014938
CEP250	0.025905072	-0.046487498	0.098297643	8.073369814	0.706343684	0.480933437	0.720304682	-5.757681442	0.317915	0.317915
CEP290	-0.10061164	-0.243289711	0.042066431	7.595982492	-1.39192635	0.165748161	0.421543147	-5.0834874	0.7805513	-0.7805513
CEP295	0.025937476	-0.130973644	0.182848595	6.939362014	0.326286605	0.744605557	0.884848876	-5.942653405	0.1280737	0.1280737
CEP350	-0.049962218	-0.162049234	0.062124798	10.07095808	-0.879856127	0.38016914	0.643156312	-5.628230434	0.4200231	-0.4200231
CEP41	0.164000314	-0.012717212	0.340717839	8.705234931	1.831851712	0.068709171	0.27453553	-4.424604754	1.162985	1.162985
CEP44	0.024249476	-0.151683065	0.200182018	8.05709761	0.272070494	0.785895258	0.906747136	-5.95796327	0.1046353	0.1046353
CEP55	0.307721237	-0.013539315	0.62898179	6.780387425	1.89071176	0.06035012	0.258681141	-4.323316361	1.219322	1.219322
CEP57	-0.054926857	-0.182029138	0.072175425	8.257068837	-0.853014977	0.394841396	0.655662723	-5.650091831	0.4035773	-0.4035773
CEP57L1	0.027215419	-0.075874304	0.130305142	5.560552722	0.521104606	0.602966477	0.803718201	-5.864790551	0.2197068	0.2197068
CEP63	-0.01331239	-0.11060595	0.08398117	8.200858445	-0.27008297	0.787421322	0.907292119	-5.958471853	0.1037928	-0.1037928
CEP68	-0.14371104	-0.291697305	0.004275225	9.488610612	-1.916875826	0.056917148	0.251839367	-4.277308525	1.244757	-1.244757
CEP70	-0.122480219	-0.258488173	0.013527736	8.199431302	-1.777570771	0.077247555	0.290252742	-4.515288568	1.112115	-1.112115
CEP72	0.017627618	-0.076043782	0.111299017	6.55645234	0.37145984	0.710753815	0.865608323	-5.927781196	0.1482808	0.1482808
CEP76	0.087947073	-0.055541391	0.231435537	7.054834828	1.209844792	0.228004342	0.497367396	-5.304852837	0.6420569	0.6420569
CEP78	-0.183236306	-0.35713396	-0.009338653	8.4091176	-2.079902921	0.039022461	0.209162726	-3.977075761	1.408685	-1.408685
CEP83	0.110968851	-0.089655984	0.311593686	6.804807747	1.091796392	0.276454841	0.550331834	-5.43210525	0.5583758	0.5583758
CEP83-DT	-0.058618363	-0.118251808	0.001015082	6.331651903	-1.940300704	0.053984106	0.245222665	-4.235604956	1.267734	-1.267734
CEP85	0.060108382	-0.005629222	0.125845985	8.912164658	1.804872081	0.072849897	0.282399941	-4.47000538	1.137571	1.137571
CEP85L	-0.133440396	-0.279219128	0.012338336	8.921751987	-1.806834657	0.072541895	0.282052114	-4.466724619	1.139411	-1.139411
CEP89	0.04164576	-0.036711471	0.120002991	7.519862516	1.049100199	0.29560895	0.567440544	-5.474963839	0.5292824	0.5292824
CEP95	-0.016869397	-0.169188276	0.135449482	8.046281044	-0.218610533	0.827213516	0.926087773	-5.970345227	0.08238238	-0.08238238
CEP97	-0.169990893	-0.364331696	0.02434991	8.366027082	-1.726580848	0.086044652	0.306321755	-4.598084089	1.065276	-1.065276
CEPT1	0.094568102	-0.013519364	0.202655567	8.282757378	1.727008972	0.085967525	0.306278872	-4.597398578	1.065666	1.065666
CER1	-0.066808723	-0.136157994	0.002540549	6.030887376	-1.90158842	0.058902524	0.255861568	-4.304263867	1.229866	-1.229866
CERCAM	-0.049650208	-0.336737865	0.237437449	8.894260694	-0.341375077	0.733239354	0.878083224	-5.937899755	0.1347542	-0.1347542
CERK	0.053793779	-0.075263858	0.182851417	9.113745601	0.822760821	0.411787158	0.668385641	-5.673928286	0.3853272	0.3853272
CERNA1	-0.059475484	-0.140016717	0.02106575	4.594095821	-1.457622167	0.146774397	0.397617124	-4.996188478	0.8333497	-0.8333497
CERS1	-0.084928936	-0.339903052	0.170045179	10.83796008	-0.657483485	0.511752016	0.741666592	-5.789056861	0.2909404	-0.2909404
CERS2	0.191969709	0.046296835	0.337642584	10.75130091	2.601233121	0.010100949	0.102756628	-2.863013902	1.995638	1.995638
CERS3	-0.079707068	-0.15840872	-0.001005416	7.05803941	-1.999117135	0.04717584	0.229631611	-4.128765146	1.32628	-1.32628
CERS4	-0.015261999	-0.132456448	0.101932451	7.052216634	-0.257057112	0.797442993	0.911934238	-5.961712791	0.09830035	-0.09830035
CERS5	0.109732852	0.017981373	0.201484331	9.976491732	2.36074376	0.019362296	0.143923028	-3.405721834	1.713043	1.713043
CERS6	0.010429076	-0.139855025	0.160713177	9.821761251	0.136980281	0.891207144	0.952811783	-5.984048911	0.05002134	0.05002134
CES1	-0.014083677	-0.183132627	0.154965274	7.314446949	-0.164448087	0.869572173	0.942723083	-5.980139857	0.06069437	-0.06069437
CES1P1	-0.015240787	-0.184206548	0.153724974	7.314839419	-0.178046705	0.858896543	0.939646779	-5.977941011	0.06605915	-0.06605915
CES2	0.083482408	-0.011159799	0.178124615	9.542946378	1.741146697	0.083452102	0.301853003	-4.574669325	1.078563	1.078563
CES3	0.013523431	-0.061562228	0.08860909	7.805792191	0.35551272	0.722642633	0.871560136	-5.93325098	0.1410764	0.1410764
CES4A	-0.100611949	-0.246677771	0.045453872	7.938935747	-1.359647146	0.175727471	0.433752392	-5.124941366	0.7551603	-0.7551603
CES5A	0.010099055	-0.04340003	0.063598139	5.023736369	0.372614405	0.709895778	0.865138656	-5.927375886	0.1488054	0.1488054
CETN1	-0.039799852	-0.107393396	0.027793693	7.73853246	-1.162255174	0.246747537	0.519664171	-5.35769755	0.6077472	-0.6077472
CETN2	0.214813284	0.03834379	0.391282778	10.66512433	2.402795182	0.017338034	0.135925223	-3.314349039	1.761	1.761
CETN3	0.016420534	-0.133172669	0.166013736	8.862353423	0.216670938	0.82872246	0.926849882	-5.970743774	0.08159089	0.08159089
CETP	-0.207481692	-0.317213154	-0.09775023	6.462099133	-3.732277045	2.58E-04	0.019223532	0.315708122	3.588601	-3.588601
CFAP100	0.04653007	-0.053181684	0.146241824	6.233010768	0.92111236	0.358286362	0.622978371	-5.59332086	0.4457697	0.4457697
CFAP126	0.347387572	-0.033405092	0.728180236	6.786435237	1.800739792	0.073501937	0.283447277	-4.47690197	1.133701	1.133701
CFAP157	0.065194248	0.008699379	0.121689118	9.505486006	2.277852143	0.023970343	0.161852446	-3.581419779	1.620326	1.620326
CFAP161	0.078766783	-0.016415223	0.17394879	4.366319479	1.633478837	0.104203804	0.3344614	-4.743260435	0.9821164	0.9821164
CFAP20	0.075690203	-0.065167438	0.216547845	10.24711757	1.060680338	0.29032746	0.563284526	-5.463506241	0.5371119	0.5371119
CFAP206	0.021821997	-0.08248037	0.126124363	7.278474461	0.412976726	0.680139802	0.848898551	-5.912417591	0.1674018	0.1674018
CFAP221	0.076170176	-0.042458955	0.194799308	6.786985721	1.267415074	0.206726055	0.471748744	-5.238143661	0.6846048	0.6846048
CFAP298	0.257821649	0.135112309	0.380530989	9.418688254	4.147314968	5.28E-05	0.011010458	1.723629202	4.277078	4.277078
CFAP299	0.046152393	-0.024066816	0.116371602	4.490436796	1.297369088	0.196247629	0.458927372	-5.202232531	0.7071956	0.7071956
CFAP300	0.220337572	-0.034907455	0.475582599	5.972355916	1.70394875	0.090202787	0.312336878	-4.634089227	1.04478	1.04478
CFAP36	0.054712926	-0.065289898	0.174715751	9.260253415	0.899961092	0.369403581	0.63320445	-5.61141612	0.4324989	0.4324989
CFAP410	0.04648802	-0.032336448	0.125312488	8.222937725	1.164140117	0.245985029	0.518667229	-5.355644106	0.6090913	0.6090913
CFAP43	0.158139201	-0.047934269	0.364212672	6.01338952	1.51475611	0.131676021	0.375823129	-4.917080733	0.8804933	0.8804933
CFAP44	0.102060356	-0.039958821	0.244079533	6.689732984	1.418519615	0.157854754	0.411876537	-5.048622254	0.8017423	0.8017423
CFAP45	0.088082651	0.006972701	0.169192601	6.897692448	2.143588898	0.033475692	0.193709071	-3.853482731	1.47527	1.47527
CFAP46	-0.070401113	-0.128755044	-0.012047182	6.910561064	-2.381412707	0.018342672	0.140081541	-3.360998511	1.736537	-1.736537
CFAP47	0.008231229	-0.062903258	0.079365716	6.626655089	0.228407177	0.819601972	0.922703537	-5.968277978	0.08639701	0.08639701
CFAP52	0.285644711	1.35E-04	0.571154298	6.192828288	1.974834699	0.049892879	0.235682007	-4.173242536	1.301961	1.301961
CFAP53	0.122041716	-0.034248379	0.27833181	6.605014109	1.541352987	0.125075009	0.36599085	-4.879246334	0.9028295	0.9028295
CFAP54	0.076049086	0.003286133	0.148812038	4.250523543	2.06304614	0.040616212	0.212674429	-4.009198114	1.391301	1.391301
CFAP57	-0.006605722	-0.097262184	0.08405074	5.821996214	-0.143829107	0.885804374	0.950144802	-5.983140882	0.05266218	-0.05266218
CFAP58	0.036535498	-0.018447049	0.091518045	6.205178078	1.311642368	0.191394934	0.452644182	-5.184831657	0.7180696	0.7180696
CFAP61	0.007047257	-0.054555213	0.068649727	6.26277079	0.225812115	0.821616579	0.923672358	-5.968834394	0.08533081	0.08533081
CFAP65	-0.01867887	-0.070817863	0.033460123	6.827096635	-0.707152738	0.48043185	0.720054023	-5.757143102	0.3183682	-0.3183682
CFAP69	0.277684877	0.133877977	0.421491776	7.681490284	3.811516136	1.92E-04	0.017491059	0.575021746	3.715909	3.715909
CFAP70	0.091728255	-0.243914828	0.427371337	6.196300336	0.539449366	0.590276876	0.795244051	-5.855619601	0.2289442	0.2289442
CFAP73	0.018750359	-0.068780843	0.106281561	7.643882708	0.422836	0.672944907	0.845378805	-5.908530634	0.1720205	0.1720205
CFAP74	-0.037744659	-0.105328476	0.029839159	7.7359141	-1.10239704	0.271834539	0.546273638	-5.421203226	0.5656954	-0.5656954
CFAP97	0.068008165	-0.056828639	0.192844969	10.28147635	1.075334731	0.283736199	0.556916697	-5.448829144	0.5470853	0.5470853
CFAP97D1	-0.009340216	-0.057995946	0.039315513	4.391732821	-0.378920598	0.705215781	0.862477978	-5.925139936	0.151678	-0.151678
CFAP99	0.001672439	-0.068096309	0.071441186	5.735326369	0.047316711	0.962315894	0.98402983	-5.991851364	0.01668234	0.01668234
CFB	0.309728655	0.008953276	0.610504034	7.947637996	2.032658222	0.043630066	0.220401489	-4.06647876	1.360214	1.360214
CFC1	0.010586049	-0.075140086	0.096312184	6.331433907	0.243750726	0.807715377	0.916256387	-5.964858276	0.09274165	0.09274165
CFC1B	0.010586049	-0.075140086	0.096312184	6.331433907	0.243750726	0.807715377	0.916256387	-5.964858276	0.09274165	0.09274165
CFD	0.052902868	-0.223705069	0.329510806	7.316141036	0.37751989	0.70625432	0.863061623	-5.925639813	0.1510389	0.1510389
CFDP1	-0.071904223	-0.181517027	0.037708581	9.867131472	-1.294846742	0.19711456	0.45988503	-5.205288193	0.7052813	-0.7052813
CFH	0.510185104	0.18820787	0.832162338	7.619216353	3.127719994	0.00207037	0.048403952	-1.508306925	2.683952	2.683952
CFHR1	0.485298091	0.126090796	0.844505386	7.439461339	2.666789233	0.008391487	0.094228033	-2.70667087	2.076161	2.076161
CFHR2	0.075752301	-0.004729906	0.156234508	6.79679033	1.857895188	0.064899093	0.267218415	-4.380166732	1.187761	1.187761
CFHR3	-0.040675288	-0.09932063	0.017970055	5.047816614	-1.369059617	0.172771948	0.430250919	-5.112951712	0.7625268	-0.7625268
CFHR4	-0.041982857	-0.100973039	0.017007326	5.046875048	-1.40480973	0.161887488	0.4171403	-5.066677027	0.7907867	-0.7907867
CFHR5	-0.048455327	-0.091289595	-0.005621058	4.251672075	-2.232931632	0.026847969	0.171238337	-3.674173896	1.571089	-1.571089
CFI	0.639627823	0.232253779	1.047001866	9.188992715	3.099268843	0.002268046	0.050803289	-1.587213484	2.644348	2.644348
CFL1	-0.001299213	-0.054109925	0.051511498	13.76325199	-0.048560559	0.961326038	0.983382803	-5.991795052	0.01712929	-0.01712929
CFL2	-0.127273351	-0.281411854	0.026865151	10.43717393	-1.629864881	0.104966347	0.335591551	-4.748738979	0.9789499	-0.9789499
CFLAR	0.157392679	0.024873793	0.289911565	9.595481695	2.344401596	0.020203515	0.146847501	-3.440825343	1.694573	1.694573
CFLAR-AS1	-0.019449395	-0.077638406	0.038739616	5.618414777	-0.659766689	0.510289078	0.740593494	-5.787640502	0.2921837	-0.2921837
CFP	-0.039387015	-0.114753531	0.0359795	6.42235263	-1.031572833	0.303725611	0.575406604	-5.492069676	0.5175186	-0.5175186
CFTR	-0.097642262	-0.175927394	-0.01935713	6.112283589	-2.461975909	0.01480676	0.125041321	-3.183215647	1.82954	-1.82954
CFTR-AS1	0.002670275	-0.021511674	0.026852225	3.822907086	0.217966606	0.8277144	0.926444476	-5.970477935	0.08211949	0.08211949
CGA	-0.061693658	-0.152312381	0.028925065	6.640521869	-1.343840855	0.180775987	0.440760745	-5.144893603	0.7428593	-0.7428593
CGAS	0.07556188	-0.002970587	0.154094348	5.595236903	1.899235281	0.059213218	0.256241025	-4.308394687	1.227581	1.227581
CGB1	0.043160479	-0.046462778	0.132783736	6.454936381	0.950584636	0.343153683	0.610675115	-5.567413399	0.4645113	0.4645113
CGB2	0.043160479	-0.046462778	0.132783736	6.454936381	0.950584636	0.343153683	0.610675115	-5.567413399	0.4645113	0.4645113
CGB3	0.043160479	-0.046462778	0.132783736	6.454936381	0.950584636	0.343153683	0.610675115	-5.567413399	0.4645113	0.4645113
CGB5	0.043160479	-0.046462778	0.132783736	6.454936381	0.950584636	0.343153683	0.610675115	-5.567413399	0.4645113	0.4645113
CGB7	0.043160479	-0.046462778	0.132783736	6.454936381	0.950584636	0.343153683	0.610675115	-5.567413399	0.4645113	0.4645113
CGB8	0.043160479	-0.046462778	0.132783736	6.454936381	0.950584636	0.343153683	0.610675115	-5.567413399	0.4645113	0.4645113
CGGBP1	0.113511852	0.010266842	0.216756862	10.91581916	2.170188199	0.031368678	0.186788978	-3.800820024	1.503504	1.503504
CGN	0.005738172	-0.067711113	0.079187458	6.777569017	0.15420955	0.87762593	0.947003648	-5.981680206	0.05669055	0.05669055
CGNL1	0.102409077	-0.129960859	0.334779013	9.069570439	0.869928925	0.385555844	0.647731086	-5.636394059	0.4139127	0.4139127
CGREF1	-0.105464505	-0.246787553	0.035858542	7.329620766	-1.473053712	0.1425705	0.39140066	-4.975113681	0.8459703	-0.8459703
CGRRF1	-0.067847158	-0.214077	0.078382683	8.398974821	-0.915842747	0.361036046	0.625536215	-5.597868013	0.4424494	-0.4424494
CH25H	0.2436545	-0.122982826	0.610291825	7.704587207	1.311786079	0.191346531	0.452579434	-5.184655507	0.7181794	0.7181794
CHAC1	0.011560901	-0.072717893	0.095839695	7.944549832	0.270768806	0.786894629	0.906973769	-5.958296777	0.1040834	0.1040834
CHAC2	-0.167804424	-0.347464746	0.011855897	6.557141927	-1.843641568	0.066961975	0.271097138	-4.404562205	1.174172	-1.174172
CHAD	-0.032312382	-0.112854992	0.048230228	7.235698709	-0.791896695	0.429515449	0.684212059	-5.697365703	0.3670212	-0.3670212
CHADL	-0.283937942	-0.524940757	-0.042935127	7.027656423	-2.32555477	0.021213461	0.151235081	-3.481026091	1.673388	-1.673388
CHAF1A	0.089143581	-0.033560965	0.211848127	7.724910769	1.434018261	0.153388809	0.40646946	-5.02800591	0.8142063	0.8142063
CHAF1B	0.204807257	0.095035394	0.314579121	6.913399208	3.682812103	3.09E-04	0.021042108	0.156151912	3.510136	3.510136
CHAMP1	0.15620444	0.017819824	0.294589056	9.048621953	2.228080194	0.027176069	0.172309886	-3.684087548	1.565813	1.565813
CHAT	0.02204555	-0.031480944	0.075572044	5.816197415	0.812975389	0.417359932	0.673046952	-5.68145531	0.3794892	0.3794892
CHCHD1	-0.094754008	-0.216352057	0.026844041	8.766369443	-1.538141326	0.125858013	0.367401626	-4.883848919	0.9001191	-0.9001191
CHCHD10	0.034652609	-0.169677121	0.238982339	10.15721416	0.334756976	0.738217704	0.881748657	-5.940011215	0.1318155	0.1318155
CHCHD2	0.243800499	0.115469907	0.37213109	12.66912658	3.749986041	2.42E-04	0.018826573	0.373265767	3.616881	3.616881
CHCHD2P2	0.243800499	0.115469907	0.37213109	12.66912658	3.749986041	2.42E-04	0.018826573	0.373265767	3.616881	3.616881
CHCHD2P6	0.243800499	0.115469907	0.37213109	12.66912658	3.749986041	2.42E-04	0.018826573	0.373265767	3.616881	3.616881
CHCHD3	-0.005683164	-0.099678205	0.088311878	13.22595516	-0.119346716	0.905140435	0.958500264	-5.986183013	0.04328403	-0.04328403
CHCHD3P3	0.219904377	0.071904679	0.367904074	9.642282656	2.932907069	0.003817352	0.065009749	-2.035724314	2.418238	2.418238
CHCHD4	0.005811405	-0.080346182	0.091968992	8.580132129	0.133141319	0.894237797	0.953191999	-5.98453852	0.04854698	0.04854698
CHCHD5	0.083929749	-0.067251334	0.235110832	7.857977496	1.095831375	0.274689863	0.548702159	-5.427967786	0.5611574	0.5611574
CHCHD6	-0.061451844	-0.182058174	0.059154485	7.70791212	-1.005750086	0.315953485	0.587273527	-5.516753089	0.5003769	-0.5003769
CHCHD7	0.016367641	-0.124615818	0.1573511	8.852116407	0.229162304	0.819015974	0.92222304	-5.968114875	0.08670763	0.08670763
CHD1	0.182447593	-0.006906498	0.371801684	9.181661205	1.901904489	0.058860897	0.255849134	-4.30370865	1.230173	1.230173
CHD1L	0.002158719	-0.124335895	0.128653333	10.16504244	0.033685986	0.973166749	0.989064563	-5.992372726	0.01181274	0.01181274
CHD2	-0.112532882	-0.227853456	0.002787693	9.338480065	-1.926184578	0.055735958	0.249205071	-4.260793968	1.253865	-1.253865
CHD3	-0.035857456	-0.159110405	0.087395494	8.857202513	-0.574258469	0.566545748	0.779412269	-5.837348889	0.246765	-0.246765
CHD4	-0.024433288	-0.099145198	0.050278622	10.0943029	-0.645531349	0.519446098	0.748008855	-5.796391523	0.2844595	-0.2844595
CHD5	-0.311013093	-0.613047281	-0.008978904	7.251848709	-2.032580825	0.043637979	0.220401489	-4.066623621	1.360135	-1.360135
CHD6	-0.168695046	-0.292918724	-0.044471368	8.544054263	-2.680545623	0.00806776	0.092735693	-2.673411243	2.093247	-2.093247
CHD7	-0.238009968	-0.46506482	-0.010955116	10.0927982	-2.069138764	0.040033866	0.211166135	-3.997616585	1.397572	-1.397572
CHD8	-0.052434183	-0.160316358	0.055447991	9.518321147	-0.9593787	0.338719305	0.606544527	-5.559526723	0.4701601	-0.4701601
CHD9	-0.067975662	-0.199114843	0.063163519	10.75770509	-1.023166319	0.307671057	0.579079056	-5.500173095	0.5119134	-0.5119134
CHDH	-0.121048682	-0.275272249	0.033174885	8.714445662	-1.549296635	0.123154798	0.363748947	-4.867822375	0.9095487	-0.9095487
CHEK1	0.080814609	-0.097772719	0.259401937	7.7767427	0.893232458	0.372985072	0.63680811	-5.617085333	0.4283085	0.4283085
CHEK2	0.080923112	-0.039839073	0.201685297	7.277836277	1.322716811	0.187691582	0.448830406	-5.171202162	0.7265552	0.7265552
CHERP	0.031490827	-0.095553491	0.158535145	10.04644154	0.489276178	0.625271701	0.818539659	-5.879951942	0.2039312	0.2039312
CHFR	0.02931136	-0.085853299	0.144476019	9.057876126	0.502391175	0.616037196	0.812409379	-5.87381999	0.2103931	0.2103931
CHGA	-0.346840304	-0.653080432	-0.040600176	7.307907379	-2.235592879	0.02666946	0.170859168	-3.668727173	1.573986	-1.573986
CHGB	-0.668339208	-1.124286556	-0.21239186	7.897927744	-2.893393508	0.004306133	0.069226153	-2.13899217	2.365913	-2.365913
CHI3L1	1.370856848	0.692860626	2.048853071	12.20010253	3.991076839	9.73E-05	0.012700328	1.179335435	4.011664	4.011664
CHI3L2	0.511457871	-0.009461041	1.032376783	9.162536281	1.938050098	0.054260267	0.245824507	-4.239632734	1.265518	1.265518
CHIA	0.060678536	0.001061524	0.120295547	6.348667069	2.009047226	0.046101459	0.226570778	-4.110427488	1.336285	1.336285
CHIAP2	-0.029390074	-0.072912653	0.014132505	4.104225218	-1.332942185	0.184319783	0.445105187	-5.15851807	0.7344281	-0.7344281
CHIC1	-0.142465967	-0.323161414	0.038229481	8.328015624	-1.556285161	0.121484738	0.361348691	-4.85772487	0.9154783	-0.9154783
CHIC2	0.097713521	-0.129254662	0.324681704	8.929950324	0.849796501	0.396623627	0.656596186	-5.652668135	0.4016214	0.4016214
CHID1	0.129949617	0.006177902	0.253721332	9.161320657	2.072425146	0.039722724	0.210377706	-3.991356024	1.400961	1.400961
CHIT1	-0.067332056	-0.235952831	0.101288719	5.991679852	-0.78819931	0.431668826	0.68556564	-5.700113775	0.3648493	-0.3648493
CHKA	0.015006184	-0.123966947	0.153979316	9.517298023	0.213139866	0.831471158	0.927754932	-5.971460222	0.08015281	0.08015281
CHKB	0.040862536	-0.060277413	0.142002485	9.431767633	0.797494765	0.426267114	0.68095183	-5.693180665	0.3703182	0.3703182
CHKB-CPT1B	0.040862536	-0.060277413	0.142002485	9.431767633	0.797494765	0.426267114	0.68095183	-5.693180665	0.3703182	0.3703182
CHKB-DT	-0.09259162	-0.18233909	-0.002844151	6.853667743	-2.036454584	0.043243422	0.219600911	-4.059366806	1.36408	-1.36408
CHL1	0.31525279	-0.005225332	0.635730911	10.8823742	1.941716449	0.053810994	0.244826047	-4.233068995	1.269129	1.269129
CHL1-AS1	0.025079688	-0.015197123	0.065356498	5.315354344	1.229114415	0.220713563	0.488740259	-5.282863058	0.656171	0.656171
CHL1-AS2	0.054721872	-0.088296558	0.197740301	8.354286121	0.755256017	0.451131918	0.69950968	-5.724035194	0.3456964	0.3456964
CHM	0.006272903	-0.117786847	0.130332653	9.182475902	0.099807441	0.920613837	0.966123901	-5.988204872	0.0359225	0.0359225
CHML	-0.326130246	-0.553910464	-0.098350027	8.032557564	-2.826183328	0.005270664	0.076519933	-2.311741012	2.278135	-2.278135
CHMP1A	0.077078678	-0.013452819	0.167610176	9.28334594	1.680582403	0.094665482	0.319540581	-4.670781548	1.023808	1.023808
CHMP1B	0.014443919	-0.071919298	0.100807135	9.827565211	0.330127328	0.741706884	0.883318528	-5.941463735	0.1297677	0.1297677
CHMP2A	0.241083695	0.107529052	0.374638338	10.45341196	3.563149993	4.75E-04	0.024803683	-0.222375856	3.32355	3.32355
CHMP2B	0.020609502	-0.092154728	0.133373732	9.726916505	0.360762502	0.71872121	0.869081121	-5.931476784	0.1434395	0.1434395
CHMP3	-0.053391367	-0.156548565	0.04976583	10.94710258	-1.021637356	0.308392309	0.579929488	-5.501639897	0.5108965	-0.5108965
CHMP4A	-0.03994337	-0.127735731	0.04784899	9.602185296	-0.898076309	0.370404625	0.633961195	-5.613008392	0.4313236	-0.4313236
CHMP4B	-0.032594245	-0.12657931	0.06139082	11.24219645	-0.684553409	0.49455033	0.728209208	-5.771950127	0.3057895	-0.3057895
CHMP4C	-0.046735868	-0.130362889	0.036891152	5.10728504	-1.103135732	0.271514579	0.546022311	-5.420439664	0.5662068	-0.5662068
CHMP5	-0.057758029	-0.186284012	0.070767954	10.33115059	-0.887047112	0.376296453	0.639267417	-5.622259635	0.4244699	-0.4244699
CHMP6	0.036718267	-0.042254276	0.115690809	8.276257197	0.91776461	0.360031675	0.624499746	-5.596212628	0.4436593	0.4436593
CHMP7	-0.004469492	-0.094892197	0.085953213	8.763573737	-0.097567671	0.922389591	0.96713874	-5.988413606	0.03508561	-0.03508561
CHN1	-0.135062583	-0.439991128	0.169865961	11.11227573	-0.874303523	0.383176324	0.64630891	-5.632807921	0.4166013	-0.4166013
CHN2	-0.113003341	-0.396425283	0.170418601	8.29291447	-0.78701511	0.432359842	0.685800189	-5.70099123	0.3641547	-0.3641547
CHODL	0.346619581	-0.003075538	0.6963147	6.883710427	1.956540221	0.052026312	0.240638232	-4.206409865	1.283777	1.283777
CHORDC1	-0.019290735	-0.159004105	0.120422634	9.293528846	-0.272543656	0.785532076	0.906571063	-5.957841645	0.1048361	-0.1048361
CHP1	0.001348861	-0.099367199	0.102064921	10.46506587	0.026435877	0.97894043	0.991417357	-5.992578551	0.009243735	0.009243735
CHP2	-0.008614674	-0.063020616	0.045791267	7.235942293	-0.312548761	0.75500343	0.890336575	-5.946794911	0.1220511	-0.1220511
CHPF	0.31467452	0.132820888	0.496528153	9.383349567	3.415583108	7.95E-04	0.030864759	-0.674434596	3.099815	3.099815
CHPF2	0.329496081	0.179341643	0.479650519	8.939876436	4.331490224	2.52E-05	0.008361132	2.386755247	4.599395	4.599395
CHPT1	0.105464723	-0.082022896	0.292952343	10.31010313	1.11034996	0.268403456	0.542859419	-5.412956079	0.5712119	0.5712119
CHRAC1	-0.045297105	-0.139670164	0.049075954	7.865085238	-0.947431179	0.344752878	0.611898972	-5.570223984	0.4624921	-0.4624921
CHRD	-0.039037415	-0.198715035	0.120640206	7.524526906	-0.482572146	0.630015269	0.821772325	-5.88302397	0.2006489	-0.2006489
CHRDL1	-0.309149301	-0.682336438	0.064037835	7.92156656	-1.635184875	0.103845377	0.333837453	-4.740670103	0.9836128	-0.9836128
CHRDL2	0.104901981	-0.015600722	0.225404683	6.045422129	1.718352103	0.087538052	0.308977951	-4.611228092	1.057803	1.057803
CHRFAM7A	0.024731386	-0.156402189	0.205864961	6.489624694	0.26950992	0.787861475	0.90745926	-5.958617798	0.1035501	0.1035501
CHRM1	-0.367345838	-0.682755834	-0.051935841	6.012170567	-2.298925659	0.022715971	0.157432067	-3.537309237	1.643669	-1.643669
CHRM2	-0.070517967	-0.153344337	0.012308402	5.728796168	-1.680569262	0.094668041	0.319540581	-4.670802046	1.023797	-1.023797
CHRM3	-0.318259588	-0.679251099	0.042731924	7.780580381	-1.74024247	0.083611165	0.301945161	-4.576128397	1.077736	-1.077736
